combination_id,grid,inventory,profit,range,stop
43235,"{'level': 3, 'min_grid_num': 20, 'max_grid_num': 50, 'minimum_step_pct': 0.0008}","{'level': 3, 'caution': 0.35, 'reduce_only': 0.5}","{'level': 2, 'mode': 'FIXED', 'activation_pct': 0.01}","{'level': 4, 'multiplier': None, 'adaptive': True}","{'level': 5, 'mode': 'TIME_CONFIRMED', 'atr_buffer': 1.0, 'confirm_bars': 30}"
22424,"{'level': 2, 'min_grid_num': 10, 'max_grid_num': 20, 'step_multiplier': 1.0}","{'level': 2, 'caution': 0.35, 'reduce_only': 0.8}","{'level': 4, 'mode': 'INVENTORY_AWARE', 'activation_pct': 0.005, 'suppress_drag': 0.25, 'reduce_drag': 0.4, 'close_drag': 0.6, 'peak_close': 0.4}","{'level': 2, 'multiplier': 1.5, 'adaptive': False}","{'level': 4, 'mode': 'TWO_ATR', 'atr_buffer': 2.0}"
34224,"{'level': 4, 'min_grid_num': 50, 'max_grid_num': 100, 'minimum_step_pct': 0.0005}","{'level': 2, 'caution': 0.35, 'reduce_only': 0.8}","{'level': 2, 'mode': 'FIXED', 'activation_pct': 0.01}","{'level': 3, 'multiplier': 2.0, 'adaptive': False}","{'level': 4, 'mode': 'TWO_ATR', 'atr_buffer': 2.0}"
22432,"{'level': 2, 'min_grid_num': 10, 'max_grid_num': 20, 'step_multiplier': 1.0}","{'level': 3, 'caution': 0.35, 'reduce_only': 0.5}","{'level': 4, 'mode': 'INVENTORY_AWARE', 'activation_pct': 0.005, 'suppress_drag': 0.25, 'reduce_drag': 0.4, 'close_drag': 0.6, 'peak_close': 0.4}","{'level': 2, 'multiplier': 1.5, 'adaptive': False}","{'level': 2, 'mode': 'HALF_ATR', 'atr_buffer': 0.5}"
43345,"{'level': 3, 'min_grid_num': 20, 'max_grid_num': 50, 'minimum_step_pct': 0.0008}","{'level': 4, 'caution': 0.25, 'reduce_only': 0.4, 'close_drag': 0.6}","{'level': 3, 'mode': 'PEAK', 'activation_pct': 0.01, 'suppress': 0.2, 'reduce': 0.35, 'close': 0.5, 'locked': 0.25}","{'level': 4, 'multiplier': None, 'adaptive': True}","{'level': 5, 'mode': 'TIME_CONFIRMED', 'atr_buffer': 1.0, 'confirm_bars': 30}"
44143,"{'level': 4, 'min_grid_num': 50, 'max_grid_num': 100, 'minimum_step_pct': 0.0005}","{'level': 4, 'caution': 0.25, 'reduce_only': 0.4, 'close_drag': 0.6}","{'level': 1, 'mode': 'NONE'}","{'level': 4, 'multiplier': None, 'adaptive': True}","{'level': 3, 'mode': 'ONE_ATR', 'atr_buffer': 1.0}"
32212,"{'level': 2, 'min_grid_num': 10, 'max_grid_num': 20, 'step_multiplier': 1.0}","{'level': 1, 'caution': 0.4, 'reduce_only': 0.8}","{'level': 2, 'mode': 'FIXED', 'activation_pct': 0.01}","{'level': 3, 'multiplier': 2.0, 'adaptive': False}","{'level': 2, 'mode': 'HALF_ATR', 'atr_buffer': 0.5}"
13433,"{'level': 3, 'min_grid_num': 20, 'max_grid_num': 50, 'minimum_step_pct': 0.0008}","{'level': 3, 'caution': 0.35, 'reduce_only': 0.5}","{'level': 4, 'mode': 'INVENTORY_AWARE', 'activation_pct': 0.005, 'suppress_drag': 0.25, 'reduce_drag': 0.4, 'close_drag': 0.6, 'peak_close': 0.4}","{'level': 1, 'multiplier': 1.0, 'adaptive': False}","{'level': 3, 'mode': 'ONE_ATR', 'atr_buffer': 1.0}"
24324,"{'level': 4, 'min_grid_num': 50, 'max_grid_num': 100, 'minimum_step_pct': 0.0005}","{'level': 2, 'caution': 0.35, 'reduce_only': 0.8}","{'level': 3, 'mode': 'PEAK', 'activation_pct': 0.01, 'suppress': 0.2, 'reduce': 0.35, 'close': 0.5, 'locked': 0.25}","{'level': 2, 'multiplier': 1.5, 'adaptive': False}","{'level': 4, 'mode': 'TWO_ATR', 'atr_buffer': 2.0}"
21135,"{'level': 1, 'min_grid_num': 5, 'max_grid_num': 10, 'step_multiplier': 1.5}","{'level': 3, 'caution': 0.35, 'reduce_only': 0.5}","{'level': 1, 'mode': 'NONE'}","{'level': 2, 'multiplier': 1.5, 'adaptive': False}","{'level': 5, 'mode': 'TIME_CONFIRMED', 'atr_buffer': 1.0, 'confirm_bars': 30}"
43414,"{'level': 3, 'min_grid_num': 20, 'max_grid_num': 50, 'minimum_step_pct': 0.0008}","{'level': 1, 'caution': 0.4, 'reduce_only': 0.8}","{'level': 4, 'mode': 'INVENTORY_AWARE', 'activation_pct': 0.005, 'suppress_drag': 0.25, 'reduce_drag': 0.4, 'close_drag': 0.6, 'peak_close': 0.4}","{'level': 4, 'multiplier': None, 'adaptive': True}","{'level': 4, 'mode': 'TWO_ATR', 'atr_buffer': 2.0}"
12245,"{'level': 2, 'min_grid_num': 10, 'max_grid_num': 20, 'step_multiplier': 1.0}","{'level': 4, 'caution': 0.25, 'reduce_only': 0.4, 'close_drag': 0.6}","{'level': 2, 'mode': 'FIXED', 'activation_pct': 0.01}","{'level': 1, 'multiplier': 1.0, 'adaptive': False}","{'level': 5, 'mode': 'TIME_CONFIRMED', 'atr_buffer': 1.0, 'confirm_bars': 30}"
34323,"{'level': 4, 'min_grid_num': 50, 'max_grid_num': 100, 'minimum_step_pct': 0.0005}","{'level': 2, 'caution': 0.35, 'reduce_only': 0.8}","{'level': 3, 'mode': 'PEAK', 'activation_pct': 0.01, 'suppress': 0.2, 'reduce': 0.35, 'close': 0.5, 'locked': 0.25}","{'level': 3, 'multiplier': 2.0, 'adaptive': False}","{'level': 3, 'mode': 'ONE_ATR', 'atr_buffer': 1.0}"
22242,"{'level': 2, 'min_grid_num': 10, 'max_grid_num': 20, 'step_multiplier': 1.0}","{'level': 4, 'caution': 0.25, 'reduce_only': 0.4, 'close_drag': 0.6}","{'level': 2, 'mode': 'FIXED', 'activation_pct': 0.01}","{'level': 2, 'multiplier': 1.5, 'adaptive': False}","{'level': 2, 'mode': 'HALF_ATR', 'atr_buffer': 0.5}"
31132,"{'level': 1, 'min_grid_num': 5, 'max_grid_num': 10, 'step_multiplier': 1.5}","{'level': 3, 'caution': 0.35, 'reduce_only': 0.5}","{'level': 1, 'mode': 'NONE'}","{'level': 3, 'multiplier': 2.0, 'adaptive': False}","{'level': 2, 'mode': 'HALF_ATR', 'atr_buffer': 0.5}"
13415,"{'level': 3, 'min_grid_num': 20, 'max_grid_num': 50, 'minimum_step_pct': 0.0008}","{'level': 1, 'caution': 0.4, 'reduce_only': 0.8}","{'level': 4, 'mode': 'INVENTORY_AWARE', 'activation_pct': 0.005, 'suppress_drag': 0.25, 'reduce_drag': 0.4, 'close_drag': 0.6, 'peak_close': 0.4}","{'level': 1, 'multiplier': 1.0, 'adaptive': False}","{'level': 5, 'mode': 'TIME_CONFIRMED', 'atr_buffer': 1.0, 'confirm_bars': 30}"
44323,"{'level': 4, 'min_grid_num': 50, 'max_grid_num': 100, 'minimum_step_pct': 0.0005}","{'level': 2, 'caution': 0.35, 'reduce_only': 0.8}","{'level': 3, 'mode': 'PEAK', 'activation_pct': 0.01, 'suppress': 0.2, 'reduce': 0.35, 'close': 0.5, 'locked': 0.25}","{'level': 4, 'multiplier': None, 'adaptive': True}","{'level': 3, 'mode': 'ONE_ATR', 'atr_buffer': 1.0}"
23244,"{'level': 3, 'min_grid_num': 20, 'max_grid_num': 50, 'minimum_step_pct': 0.0008}","{'level': 4, 'caution': 0.25, 'reduce_only': 0.4, 'close_drag': 0.6}","{'level': 2, 'mode': 'FIXED', 'activation_pct': 0.01}","{'level': 2, 'multiplier': 1.5, 'adaptive': False}","{'level': 4, 'mode': 'TWO_ATR', 'atr_buffer': 2.0}"
41333,"{'level': 1, 'min_grid_num': 5, 'max_grid_num': 10, 'step_multiplier': 1.5}","{'level': 3, 'caution': 0.35, 'reduce_only': 0.5}","{'level': 3, 'mode': 'PEAK', 'activation_pct': 0.01, 'suppress': 0.2, 'reduce': 0.35, 'close': 0.5, 'locked': 0.25}","{'level': 4, 'multiplier': None, 'adaptive': True}","{'level': 3, 'mode': 'ONE_ATR', 'atr_buffer': 1.0}"
32115,"{'level': 2, 'min_grid_num': 10, 'max_grid_num': 20, 'step_multiplier': 1.0}","{'level': 1, 'caution': 0.4, 'reduce_only': 0.8}","{'level': 1, 'mode': 'NONE'}","{'level': 3, 'multiplier': 2.0, 'adaptive': False}","{'level': 5, 'mode': 'TIME_CONFIRMED', 'atr_buffer': 1.0, 'confirm_bars': 30}"
14421,"{'level': 4, 'min_grid_num': 50, 'max_grid_num': 100, 'minimum_step_pct': 0.0005}","{'level': 2, 'caution': 0.35, 'reduce_only': 0.8}","{'level': 4, 'mode': 'INVENTORY_AWARE', 'activation_pct': 0.005, 'suppress_drag': 0.25, 'reduce_drag': 0.4, 'close_drag': 0.6, 'peak_close': 0.4}","{'level': 1, 'multiplier': 1.0, 'adaptive': False}","{'level': 1, 'mode': 'BASELINE', 'atr_buffer': 0.0}"
32214,"{'level': 2, 'min_grid_num': 10, 'max_grid_num': 20, 'step_multiplier': 1.0}","{'level': 1, 'caution': 0.4, 'reduce_only': 0.8}","{'level': 2, 'mode': 'FIXED', 'activation_pct': 0.01}","{'level': 3, 'multiplier': 2.0, 'adaptive': False}","{'level': 4, 'mode': 'TWO_ATR', 'atr_buffer': 2.0}"
41142,"{'level': 1, 'min_grid_num': 5, 'max_grid_num': 10, 'step_multiplier': 1.5}","{'level': 4, 'caution': 0.25, 'reduce_only': 0.4, 'close_drag': 0.6}","{'level': 1, 'mode': 'NONE'}","{'level': 4, 'multiplier': None, 'adaptive': True}","{'level': 2, 'mode': 'HALF_ATR', 'atr_buffer': 0.5}"
24323,"{'level': 4, 'min_grid_num': 50, 'max_grid_num': 100, 'minimum_step_pct': 0.0005}","{'level': 2, 'caution': 0.35, 'reduce_only': 0.8}","{'level': 3, 'mode': 'PEAK', 'activation_pct': 0.01, 'suppress': 0.2, 'reduce': 0.35, 'close': 0.5, 'locked': 0.25}","{'level': 2, 'multiplier': 1.5, 'adaptive': False}","{'level': 3, 'mode': 'ONE_ATR', 'atr_buffer': 1.0}"
13435,"{'level': 3, 'min_grid_num': 20, 'max_grid_num': 50, 'minimum_step_pct': 0.0008}","{'level': 3, 'caution': 0.35, 'reduce_only': 0.5}","{'level': 4, 'mode': 'INVENTORY_AWARE', 'activation_pct': 0.005, 'suppress_drag': 0.25, 'reduce_drag': 0.4, 'close_drag': 0.6, 'peak_close': 0.4}","{'level': 1, 'multiplier': 1.0, 'adaptive': False}","{'level': 5, 'mode': 'TIME_CONFIRMED', 'atr_buffer': 1.0, 'confirm_bars': 30}"
22214,"{'level': 2, 'min_grid_num': 10, 'max_grid_num': 20, 'step_multiplier': 1.0}","{'level': 1, 'caution': 0.4, 'reduce_only': 0.8}","{'level': 2, 'mode': 'FIXED', 'activation_pct': 0.01}","{'level': 2, 'multiplier': 1.5, 'adaptive': False}","{'level': 4, 'mode': 'TWO_ATR', 'atr_buffer': 2.0}"
13141,"{'level': 3, 'min_grid_num': 20, 'max_grid_num': 50, 'minimum_step_pct': 0.0008}","{'level': 4, 'caution': 0.25, 'reduce_only': 0.4, 'close_drag': 0.6}","{'level': 1, 'mode': 'NONE'}","{'level': 1, 'multiplier': 1.0, 'adaptive': False}","{'level': 1, 'mode': 'BASELINE', 'atr_buffer': 0.0}"
41422,"{'level': 1, 'min_grid_num': 5, 'max_grid_num': 10, 'step_multiplier': 1.5}","{'level': 2, 'caution': 0.35, 'reduce_only': 0.8}","{'level': 4, 'mode': 'INVENTORY_AWARE', 'activation_pct': 0.005, 'suppress_drag': 0.25, 'reduce_drag': 0.4, 'close_drag': 0.6, 'peak_close': 0.4}","{'level': 4, 'multiplier': None, 'adaptive': True}","{'level': 2, 'mode': 'HALF_ATR', 'atr_buffer': 0.5}"
34331,"{'level': 4, 'min_grid_num': 50, 'max_grid_num': 100, 'minimum_step_pct': 0.0005}","{'level': 3, 'caution': 0.35, 'reduce_only': 0.5}","{'level': 3, 'mode': 'PEAK', 'activation_pct': 0.01, 'suppress': 0.2, 'reduce': 0.35, 'close': 0.5, 'locked': 0.25}","{'level': 3, 'multiplier': 2.0, 'adaptive': False}","{'level': 1, 'mode': 'BASELINE', 'atr_buffer': 0.0}"
